"ASV_ID"	"Taxon"	"Confidence"	"Taxon_Lv1"	"Taxon_Lv2"	"Taxon_Lv3"	"Taxon_Lv4"	"Taxon_Lv5"	"Taxon_Lv45"	"Ave_EPI_CA"	"Max_EPI_CA"	"Ave_MES_CA"	"Max_MES_CA"	"Ave_EPI_CF"	"Max_EPI_CF"	"Ave_MES_CF"	"Max_MES_CF"	"MPI"	"Levin_EPI"	"Levin_MES"	"logFC_EPI"	"logCPM_EPI"	"EPI"	"logFC_MES"	"logCPM_MES"	"MES"	"logFC_EEI"	"logCPM_EEI"	"EEI"	"Intersection"
"a53acc00b2673d68af6152835b2696ae"	"Eukaryota;Cryptista;Cryptophyta;Cryptophyta_X;Cryptophyceae;Cryptomonadales;Cryptomonadales_X;Plagioselmis;Plagioselmis_prolonga;"	0.922252651	"Eukaryota"	"Cryptista"	"Cryptophyta"	"Cryptophyta_X"	"Cryptophyceae"	"Cryptophyta_X;Cryptophyceae"	0.250405750057964	0.606692943813278	0	0	0.0521678645954092	0.197078599582657	0.00154571450653064	0.00772857253265322	-1	0.198283345547109	NA	-1.551389362	9.922304776	"nonDEG"	3.249446188	9.922304776	"nonDEG"	8.587253182	9.922304776	"Up"	"No"
"8511063accf0f29771e80d9d4bd3ceca"	"Eukaryota;Cryptista;Cryptophyta;Cryptophyta_X;Cryptophyceae;Cryptomonadales;Cryptomonadales_X;Teleaulax"	0.955343944	"Eukaryota"	"Cryptista"	"Cryptophyta"	"Cryptophyta_X"	"Cryptophyceae"	"Cryptophyta_X;Cryptophyceae"	0.38000327214594	0.67238581034083	0	0	0.0598964371280625	0.166164309452044	0.0255042893577556	0.127521446788778	-1	0.216784542401068	NA	-1.950814755	10.4676308	"nonDEG"	6.908930787	10.4676308	"Up"	9.164663451	10.4676308	"Up"	"Yes"
"cafc89589e9d4f5d11792cd15617c58e"	"Eukaryota;Cryptista;Cryptophyta;Cryptophyta_X;Cryptophyceae;Cryptomonadales;Cryptomonadales_X;Teleaulax"	0.907011349	"Eukaryota"	"Cryptista"	"Cryptophyta"	"Cryptophyta_X"	"Cryptophyceae"	"Cryptophyta_X;Cryptophyceae"	0.073625500161919	0.22799288971327	0	0	0.0019321431331633	0.019321431331633	0.0108200015457145	0.0541000077285725	-1	0.162412911191463	NA	-3.69792051	8.364078619	"nonDEG"	5.697303505	8.364078619	"Up"	6.802429364	8.364078619	"Up"	"Yes"
"67cc7dedb8c84d4ce2b88fc6cf647cd4"	"Eukaryota;Cryptista;Cryptophyta;Cryptophyta_X;Cryptophyceae;Cryptomonadales;Cryptomonadales_X;Teleaulax;Teleaulax_sp.;"	0.959407766	"Eukaryota"	"Cryptista"	"Cryptophyta"	"Cryptophyta_X"	"Cryptophyceae"	"Cryptophyta_X;Cryptophyceae"	2.94410213237862	5.90462941494706	0.0139114305587758	0.0502357214622459	0.259293608470515	0.521678645954092	0.190895741556535	0.459850065692867	-0.990594072499815	0.198442215643888	0.0231070031994312	-2.792513845	13.2643927	"Down"	5.377296458	13.2643927	"Up"	7.353302634	13.2643927	"Up"	"Yes"
"98a6722dceba973f33d85cd1bb227b03"	"Eukaryota;Cryptista;Cryptophyta;Cryptophyta_X;Cryptophyceae;Cryptophyceae_X;Basal_Cryptophyceae-1;Basal_Cryptophyceae-1_X;Basal_Cryptophyceae-1_X_sp.;"	0.977608249	"Eukaryota"	"Cryptista"	"Cryptophyta"	"Cryptophyta_X"	"Cryptophyceae"	"Cryptophyta_X;Cryptophyceae"	0.0718757245536749	0.162300023185718	0	0	0.0575778653682665	0.150707164386738	0.00463714351959193	0.0231857175979597	-1	0.170212765957447	NA	0.365542592	9.063975597	"nonDEG"	4.626179614	9.063975597	"Up"	6.802002464	9.063975597	"Up"	"Yes"
"696eb79a53a9bd7b129b997f63ccef34"	"Eukaryota;Cryptista;Cryptophyta;Cryptophyta_X;Cryptophyceae;Cryptophyceae_X;Basal_Cryptophyceae-2;Basal_Cryptophyceae-2_X;Basal_Cryptophyceae-2_X_sp.;"	0.999999972	"Eukaryota"	"Cryptista"	"Cryptophyta"	"Cryptophyta_X"	"Cryptophyceae"	"Cryptophyta_X;Cryptophyceae"	0	0	0.0711028673004096	0.104335729190818	0	0	0.0100471442924492	0.0270500038642863	1	NA	0.0998920429288118	0	7.974544144	"nonDEG"	-0.814150999	7.974544144	"nonDEG"	-7.011717318	7.974544144	"Down"	"No"
"dbc37f8b13b3db0452c6f503fffb38c1"	"Eukaryota;Cryptista;Cryptophyta;Cryptophyta_X;Cryptophyceae;Goniomonadales;Goniomonadales_X;Goniomonas;Goniomonas_sp.;"	0.999999999	"Eukaryota"	"Cryptista"	"Cryptophyta"	"Cryptophyta_X"	"Cryptophyceae"	"Cryptophyta_X;Cryptophyceae"	0.365361381128546	0.749671535667362	0	0	0.345467192209599	0.854007264858181	0.0471442924491846	0.185485740783677	-1	0.218224123709638	NA	0.606331447	11.37339181	"nonDEG"	7.945548643	11.37339181	"Up"	9.099736353	11.37339181	"Up"	"Yes"
"b13e52a1d0bca1c6640e8deef609e799"	"Eukaryota;Cryptista;Cryptophyta;Cryptophyta_X;Cryptophyceae;Goniomonadales;Goniomonadales_X;Goniomonas;Goniomonas_sp.;"	0.999999999	"Eukaryota"	"Cryptista"	"Cryptophyta"	"Cryptophyta_X"	"Cryptophyceae"	"Cryptophyta_X;Cryptophyceae"	0	0	0.163845737692248	0.289821469974496	0	0	0.0587371512481645	0.177757168251024	1	NA	0.0878371390468933	0	9.439578648	"nonDEG"	0.453100661	9.439578648	"nonDEG"	-8.257724754	9.439578648	"Down"	"No"
"fa8c6f6897aa14fe7f629b5dfdfc80ee"	"Eukaryota;Cryptista;Cryptophyta;Cryptophyta_X;Cryptophyceae;Goniomonadales;Goniomonadales_X;Goniomonas;Goniomonas_sp.;"	0.999999988	"Eukaryota"	"Cryptista"	"Cryptophyta"	"Cryptophyta_X"	"Cryptophyceae"	"Cryptophyta_X;Cryptophyceae"	0	0	0.0602828657546951	0.22799288971327	0	0	0.00309142901306129	0.0154571450653064	1	NA	0.0236961386195421	0	7.429199692	"nonDEG"	-0.989416851	7.429199692	"nonDEG"	-6.17590639	7.429199692	"Down"	"No"
"6dc7b54053d84ba0a1609d5bb70ae3ab"	"Eukaryota;Cryptista;Cryptophyta;Cryptophyta_X;Cryptophyceae;Goniomonadales;Goniomonadales_X;Goniomonas;Goniomonas_sp.;"	0.999998363	"Eukaryota"	"Cryptista"	"Cryptophyta"	"Cryptophyta_X"	"Cryptophyceae"	"Cryptophyta_X;Cryptophyceae"	0	0	0.0471442924491846	0.0811500115928588	0	0	0.0170028595718371	0.0386428626632661	1	NA	0.0929356572954833	0	7.948432137	"nonDEG"	0.650862845	7.948432137	"nonDEG"	-6.285494678	7.948432137	"Down"	"No"
"f9c91da7e70cf092dd02c4b252953b2f"	"Eukaryota;Cryptista;Kathablepharidacea;Kathablepharida;Kathablepharidea;Kathablepharidida;Kathablepharidida_X;Kathablepharidida_XX;Kathablepharidida_XX_sp.;"	0.992876472	"Eukaryota"	"Cryptista"	"Kathablepharidacea"	"Kathablepharida"	"Kathablepharidea"	"Kathablepharida;Kathablepharidea"	0.172733596104799	0.336192905170415	0.254270036324291	0.436664348094907	0.0653064379009197	0.162300023185718	0.021640003091429	0.0618285802612257	0.190950226244344	0.194396938327833	0.108703963129495	-0.672162994	10.25404875	"nonDEG"	-1.485074886	10.25404875	"nonDEG"	-0.418692998	10.25404875	"nonDEG"	"No"
"e9fc71e3d5fac256865f893e66578e49"	"Eukaryota;Cryptista;Kathablepharidacea;Kathablepharida;Kathablepharidea;Kathablepharidida;Kathablepharidida_X;Kathablepharidida_XX;Kathablepharidida_XX_sp.;"	0.999486527	"Eukaryota"	"Cryptista"	"Kathablepharidacea"	"Kathablepharida"	"Kathablepharidea"	"Kathablepharida;Kathablepharidea"	0.0840807666577949	0.237979009030998	0	0	0.0293685756240822	0.112064301723472	0.0224128603446943	0.112064301723472	-1	0.101605139308913	NA	-0.766013071	8.95802996	"nonDEG"	6.697658725	8.95802996	"nonDEG"	6.927178392	8.95802996	"Up"	"No"
"bd0818b65f18d07af6a603d055d0c024"	"Eukaryota;Cryptista;Kathablepharidacea;Kathablepharida;Kathablepharidea;Kathablepharidida;Kathablepharidida_X;Kathablepharidida_XX;Kathablepharidida_XX_sp.;"	0.961886114	"Eukaryota"	"Cryptista"	"Kathablepharidacea"	"Kathablepharida"	"Kathablepharidea"	"Kathablepharida;Kathablepharidea"	0.044439292062756	0.127521446788778	0	0	0.0231857175979597	0.123657160522451	0.00386428626632661	0.019321431331633	-1	0.140042493104768	NA	-0.31245753	8.244792765	"nonDEG"	4.308096729	8.244792765	"nonDEG"	6.07340673	8.244792765	"Up"	"No"
"a6b6e7fd42ef448fb9b352f04afe3e3b"	"Eukaryota;Haptista;Centroplasthelida;Centroplasthelida_X;Pterocystida;Pterocystida_X;Pterocystida_XX;Pterocystida_XXX;Pterocystida_XXX_sp.;"	0.999713338	"Eukaryota"	"Haptista"	"Centroplasthelida"	"Centroplasthelida_X"	"Pterocystida"	"Centroplasthelida_X;Pterocystida"	0.124980091427296	0.483035783290826	0	0	0.00927428703918386	0.0618285802612257	0.00077285725326532	0.00386428626632661	-1	0.125146848680276	NA	-2.935521071	8.830801821	"nonDEG"	2.414655399	8.830801821	"nonDEG"	7.581095165	8.830801821	"Up"	"No"
"868120760f0fc32fc552e7de73fdd717"	"Eukaryota;Haptista;Centroplasthelida;Centroplasthelida_X;Pterocystida;Pterocystida_X;Pterocystida_XX;Pterocystida_XXX;Pterocystida_XXX_sp.;"	0.998128773	"Eukaryota"	"Haptista"	"Centroplasthelida"	"Centroplasthelida_X"	"Pterocystida"	"Centroplasthelida_X;Pterocystida"	0.0401885771697967	0.0850142978591854	0.0734214390602056	0.285957183708169	0.0139114305587758	0.0656928665275524	0.00541000077285725	0.019321431331633	0.292517006802721	0.191831268831604	0.0201436932929007	-0.804748798	8.453775784	"nonDEG"	-1.251685006	8.453775784	"nonDEG"	-0.512946739	8.453775784	"nonDEG"	"No"
